Date,Movie,Chain,Screenings,Screen_Share(%)
2019년 01월 19일(Sat),글래스,롯데시네마,958,16.8%
2019년 01월 19일(Sat),글래스,메가박스,798,16.7%
2019년 01월 19일(Sat),글래스,씨네Q,41,15.6%
2019년 01월 19일(Sat),주먹왕 랄프 2: 인터넷 속으로,CGV,433,5.7%
2019년 01월 19일(Sat),주먹왕 랄프 2: 인터넷 속으로,롯데시네마,390,6.8%
2019년 01월 19일(Sat),주먹왕 랄프 2: 인터넷 속으로,메가박스,346,7.2%
2019년 01월 19일(Sat),주먹왕 랄프 2: 인터넷 속으로,씨네Q,13,5.0%
2019년 01월 19일(Sat),언더독,CGV,443,5.9%
2019년 01월 19일(Sat),언더독,롯데시네마,343,6.0%
2019년 01월 19일(Sat),언더독,메가박스,246,5.1%
2019년 01월 19일(Sat),언더독,씨네Q,22,8.4%
2019년 01월 20일(Sun),말모이,CGV,1599,21.7%
2019년 01월 20일(Sun),말모이,롯데시네마,1382,25.0%
2019년 01월 20일(Sun),말모이,메가박스,1036,22.3%
2019년 01월 20일(Sun),말모이,씨네Q,53,20.5%
2019년 01월 20일(Sun),내안의 그놈,CGV,1403,19.0%
2019년 01월 20일(Sun),내안의 그놈,롯데시네마,1194,21.6%
2019년 01월 20일(Sun),내안의 그놈,메가박스,936,20.2%
2019년 01월 20일(Sun),내안의 그놈,씨네Q,49,19.0%
2019년 01월 20일(Sun),글래스,CGV,1133,15.4%
2019년 01월 20일(Sun),글래스,롯데시네마,877,15.9%
2019년 01월 20일(Sun),글래스,메가박스,730,15.7%
2019년 01월 20일(Sun),글래스,씨네Q,37,14.3%
2019년 01월 20일(Sun),주먹왕 랄프 2: 인터넷 속으로,CGV,453,6.1%
2019년 01월 20일(Sun),주먹왕 랄프 2: 인터넷 속으로,롯데시네마,395,7.1%
2019년 01월 20일(Sun),주먹왕 랄프 2: 인터넷 속으로,메가박스,343,7.4%
2019년 01월 20일(Sun),주먹왕 랄프 2: 인터넷 속으로,씨네Q,14,5.4%
2019년 01월 20일(Sun),언더독,CGV,417,5.7%
2019년 01월 20일(Sun),언더독,롯데시네마,335,6.1%
2019년 01월 20일(Sun),언더독,메가박스,245,5.3%
2019년 01월 20일(Sun),언더독,씨네Q,20,7.8%
2019년 01월 21일(Mon),말모이,CGV,1521,22.1%
2019년 01월 21일(Mon),말모이,롯데시네마,1307,25.4%
2019년 01월 21일(Mon),말모이,메가박스,971,22.9%
2019년 01월 21일(Mon),말모이,씨네Q,57,24.7%
2019년 01월 21일(Mon),내안의 그놈,CGV,1361,19.8%
2019년 01월 21일(Mon),내안의 그놈,롯데시네마,1158,22.5%
2019년 01월 21일(Mon),내안의 그놈,메가박스,859,20.2%
2019년 01월 21일(Mon),내안의 그놈,씨네Q,45,19.5%
2019년 01월 21일(Mon),글래스,CGV,1057,15.3%
2019년 01월 21일(Mon),글래스,롯데시네마,835,16.2%
2019년 01월 21일(Mon),글래스,메가박스,702,16.5%
2019년 01월 21일(Mon),글래스,씨네Q,32,13.9%
2019년 01월 21일(Mon),주먹왕 랄프 2: 인터넷 속으로,CGV,397,5.8%
2019년 01월 21일(Mon),주먹왕 랄프 2: 인터넷 속으로,롯데시네마,325,6.3%
2019년 01월 21일(Mon),주먹왕 랄프 2: 인터넷 속으로,메가박스,293,6.9%
2019년 01월 21일(Mon),주먹왕 랄프 2: 인터넷 속으로,씨네Q,11,4.8%
2019년 01월 21일(Mon),언더독,CGV,351,5.1%
2019년 01월 21일(Mon),언더독,롯데시네마,271,5.3%
2019년 01월 21일(Mon),언더독,메가박스,190,4.5%
2019년 01월 21일(Mon),언더독,씨네Q,15,6.5%
2019년 01월 22일(Tue),말모이,CGV,1507,22.0%
2019년 01월 22일(Tue),말모이,롯데시네마,1310,25.5%
2019년 01월 22일(Tue),말모이,메가박스,958,22.8%
2019년 01월 22일(Tue),말모이,씨네Q,54,23.9%
2019년 01월 22일(Tue),내안의 그놈,CGV,1367,19.9%
2019년 01월 22일(Tue),내안의 그놈,롯데시네마,1150,22.4%
2019년 01월 22일(Tue),내안의 그놈,메가박스,854,20.3%
2019년 01월 22일(Tue),내안의 그놈,씨네Q,47,20.8%
2019년 01월 22일(Tue),글래스,CGV,998,14.6%
2019년 01월 22일(Tue),글래스,롯데시네마,790,15.4%
2019년 01월 22일(Tue),글래스,메가박스,676,16.1%
2019년 01월 22일(Tue),글래스,씨네Q,30,13.3%
2019년 01월 22일(Tue),주먹왕 랄프 2: 인터넷 속으로,CGV,398,5.8%
2019년 01월 22일(Tue),주먹왕 랄프 2: 인터넷 속으로,롯데시네마,331,6.4%
2019년 01월 22일(Tue),주먹왕 랄프 2: 인터넷 속으로,메가박스,291,6.9%
2019년 01월 22일(Tue),주먹왕 랄프 2: 인터넷 속으로,씨네Q,14,6.2%
2019년 01월 22일(Tue),언더독,CGV,365,5.3%
2019년 01월 22일(Tue),언더독,롯데시네마,288,5.6%
2019년 01월 22일(Tue),언더독,메가박스,199,4.7%
2019년 01월 22일(Tue),언더독,씨네Q,17,7.5%
2019년 01월 23일(Wed),극한직업,CGV,3482,47.9%
2019년 01월 23일(Wed),극한직업,롯데시네마,2514,46.4%
2019년 01월 23일(Wed),극한직업,메가박스,2055,45.9%
2019년 01월 23일(Wed),극한직업,씨네Q,96,38.4%
2019년 01월 23일(Wed),말모이,CGV,981,13.5%
2019년 01월 23일(Wed),말모이,롯데시네마,1059,19.5%
2019년 01월 23일(Wed),말모이,메가박스,631,14.1%
2019년 01월 23일(Wed),말모이,씨네Q,41,16.4%
2019년 01월 23일(Wed),내안의 그놈,CGV,816,11.2%
2019년 01월 23일(Wed),내안의 그놈,롯데시네마,717,13.2%
2019년 01월 23일(Wed),내안의 그놈,메가박스,575,12.9%
2019년 01월 23일(Wed),내안의 그놈,씨네Q,38,15.2%
2019년 01월 23일(Wed),글래스,CGV,557,7.7%
2019년 01월 23일(Wed),글래스,롯데시네마,240,4.4%
2019년 01월 23일(Wed),글래스,메가박스,327,7.3%
2019년 01월 23일(Wed),글래스,씨네Q,25,10.0%
2019년 01월 23일(Wed),주먹왕 랄프 2: 인터넷 속으로,CGV,241,3.3%
2019년 01월 23일(Wed),주먹왕 랄프 2: 인터넷 속으로,롯데시네마,195,3.6%
2019년 01월 23일(Wed),주먹왕 랄프 2: 인터넷 속으로,메가박스,182,4.1%
2019년 01월 23일(Wed),주먹왕 랄프 2: 인터넷 속으로,씨네Q,7,2.8%
2019년 01월 24일(Thu),극한직업,CGV,3756,52.1%
2019년 01월 24일(Thu),극한직업,롯데시네마,2508,46.2%
2019년 01월 24일(Thu),극한직업,메가박스,2089,47.0%
2019년 01월 24일(Thu),극한직업,씨네Q,97,39.8%
2019년 01월 24일(Thu),말모이,CGV,915,12.7%
2019년 01월 24일(Thu),말모이,롯데시네마,1020,18.8%
2019년 01월 24일(Thu),말모이,메가박스,603,13.6%
2019년 01월 24일(Thu),말모이,씨네Q,35,14.3%
2019년 01월 24일(Thu),내안의 그놈,CGV,729,10.1%
2019년 01월 24일(Thu),내안의 그놈,롯데시네마,660,12.1%
2019년 01월 24일(Thu),내안의 그놈,메가박스,569,12.8%
2019년 01월 24일(Thu),내안의 그놈,씨네Q,36,14.8%
2019년 01월 24일(Thu),글래스,CGV,434,6.0%
2019년 01월 24일(Thu),글래스,롯데시네마,203,3.7%
2019년 01월 24일(Thu),글래스,메가박스,295,6.6%
2019년 01월 24일(Thu),글래스,씨네Q,20,8.2%
2019년 01월 24일(Thu),주먹왕 랄프 2: 인터넷 속으로,CGV,216,3.0%
2019년 01월 24일(Thu),주먹왕 랄프 2: 인터넷 속으로,롯데시네마,191,3.5%
2019년 01월 24일(Thu),주먹왕 랄프 2: 인터넷 속으로,메가박스,172,3.9%
2019년 01월 24일(Thu),주먹왕 랄프 2: 인터넷 속으로,씨네Q,7,2.9%
2019년 01월 25일(Fri),극한직업,CGV,4052,55.0%
2019년 01월 25일(Fri),극한직업,롯데시네마,2659,47.9%
2019년 01월 25일(Fri),극한직업,메가박스,2262,49.6%
2019년 01월 25일(Fri),극한직업,씨네Q,117,47.0%
2019년 01월 25일(Fri),말모이,CGV,908,12.3%
2019년 01월 25일(Fri),말모이,롯데시네마,1029,18.5%
2019년 01월 25일(Fri),말모이,메가박스,623,13.7%
2019년 01월 25일(Fri),말모이,씨네Q,38,15.3%
2019년 01월 25일(Fri),내안의 그놈,CGV,688,9.3%
2019년 01월 25일(Fri),내안의 그놈,롯데시네마,643,11.6%
2019년 01월 25일(Fri),내안의 그놈,메가박스,523,11.5%
2019년 01월 25일(Fri),내안의 그놈,씨네Q,29,11.6%
2019년 01월 25일(Fri),글래스,CGV,388,5.3%
2019년 01월 25일(Fri),글래스,롯데시네마,194,3.5%
2019년 01월 25일(Fri),글래스,메가박스,260,5.7%
2019년 01월 25일(Fri),글래스,씨네Q,11,4.4%
2019년 01월 25일(Fri),주먹왕 랄프 2: 인터넷 속으로,CGV,214,2.9%
2019년 01월 25일(Fri),주먹왕 랄프 2: 인터넷 속으로,롯데시네마,202,3.6%
2019년 01월 25일(Fri),주먹왕 랄프 2: 인터넷 속으로,메가박스,182,4.0%
2019년 01월 25일(Fri),주먹왕 랄프 2: 인터넷 속으로,씨네Q,5,2.0%
2019년 01월 26일(Sat),극한직업,CGV,4387,56.5%
2019년 01월 26일(Sat),극한직업,롯데시네마,3023,51.6%
2019년 01월 26일(Sat),극한직업,메가박스,2516,52.5%
2019년 01월 26일(Sat),극한직업,씨네Q,121,46.9%
2019년 01월 26일(Sat),말모이,CGV,746,9.6%
2019년 01월 26일(Sat),말모이,롯데시네마,1027,17.5%
2019년 01월 26일(Sat),말모이,메가박스,617,12.9%
2019년 01월 26일(Sat),말모이,씨네Q,38,14.7%
2019년 01월 26일(Sat),내안의 그놈,CGV,494,6.4%
2019년 01월 26일(Sat),내안의 그놈,롯데시네마,558,9.5%
2019년 01월 26일(Sat),내안의 그놈,메가박스,487,10.2%
2019년 01월 26일(Sat),내안의 그놈,씨네Q,30,11.6%
2019년 01월 26일(Sat),러브 유어셀프 인 서울,CGV,808,10.4%
2019년 01월 26일(Sat),러브 유어셀프 인 서울,롯데시네마,6,0.1%
2019년 01월 26일(Sat),러브 유어셀프 인 서울,메가박스,4,0.1%
2019년 01월 26일(Sat),러브 유어셀프 인 서울,씨네Q,2,0.8%
2019년 01월 26일(Sat),주먹왕 랄프 2: 인터넷 속으로,CGV,203,2.6%
2019년 01월 26일(Sat),주먹왕 랄프 2: 인터넷 속으로,롯데시네마,292,5.0%
2019년 01월 26일(Sat),주먹왕 랄프 2: 인터넷 속으로,메가박스,217,4.5%
2019년 01월 26일(Sat),주먹왕 랄프 2: 인터넷 속으로,씨네Q,7,2.7%
2019년 01월 27일(Sun),극한직업,CGV,4448,58.2%
2019년 01월 27일(Sun),극한직업,롯데시네마,3065,53.4%
2019년 01월 27일(Sun),극한직업,메가박스,2568,54.9%
2019년 01월 27일(Sun),극한직업,씨네Q,126,49.0%
2019년 01월 27일(Sun),말모이,CGV,721,9.4%
2019년 01월 27일(Sun),말모이,롯데시네마,950,16.5%
2019년 01월 27일(Sun),말모이,메가박스,552,11.8%
2019년 01월 27일(Sun),말모이,씨네Q,35,13.6%
2019년 01월 27일(Sun),내안의 그놈,CGV,459,6.0%
2019년 01월 27일(Sun),내안의 그놈,롯데시네마,510,8.9%
2019년 01월 27일(Sun),내안의 그놈,메가박스,434,9.3%
2019년 01월 27일(Sun),내안의 그놈,씨네Q,29,11.3%
2019년 01월 27일(Sun),러브 유어셀프 인 서울,CGV,756,9.9%
2019년 01월 27일(Sun),러브 유어셀프 인 서울,롯데시네마,5,0.1%
2019년 01월 27일(Sun),러브 유어셀프 인 서울,메가박스,4,0.1%
2019년 01월 27일(Sun),러브 유어셀프 인 서울,씨네Q,2,0.8%
2019년 01월 27일(Sun),주먹왕 랄프 2: 인터넷 속으로,CGV,205,2.7%
2019년 01월 27일(Sun),주먹왕 랄프 2: 인터넷 속으로,롯데시네마,286,5.0%
2019년 01월 27일(Sun),주먹왕 랄프 2: 인터넷 속으로,메가박스,219,4.7%
2019년 01월 27일(Sun),주먹왕 랄프 2: 인터넷 속으로,씨네Q,6,2.3%
2019년 01월 28일(Mon),극한직업,CGV,4222,58.3%
2019년 01월 28일(Mon),극한직업,롯데시네마,2802,52.7%
2019년 01월 28일(Mon),극한직업,메가박스,2403,54.7%
2019년 01월 28일(Mon),극한직업,씨네Q,110,53.9%
2019년 01월 28일(Mon),말모이,CGV,732,10.1%
2019년 01월 28일(Mon),말모이,롯데시네마,887,16.7%
2019년 01월 28일(Mon),말모이,메가박스,546,12.4%
2019년 01월 28일(Mon),말모이,씨네Q,30,14.7%
2019년 01월 28일(Mon),내안의 그놈,CGV,512,7.1%
2019년 01월 28일(Mon),내안의 그놈,롯데시네마,522,9.8%
2019년 01월 28일(Mon),내안의 그놈,메가박스,472,10.7%
2019년 01월 28일(Mon),내안의 그놈,씨네Q,21,10.3%
2019년 01월 28일(Mon),글래스,CGV,270,3.7%
2019년 01월 28일(Mon),글래스,롯데시네마,159,3.0%
2019년 01월 28일(Mon),글래스,메가박스,183,4.2%
2019년 01월 28일(Mon),글래스,씨네Q,9,4.4%
2019년 01월 28일(Mon),주먹왕 랄프 2: 인터넷 속으로,CGV,199,2.7%
2019년 01월 28일(Mon),주먹왕 랄프 2: 인터넷 속으로,롯데시네마,201,3.8%
2019년 01월 28일(Mon),주먹왕 랄프 2: 인터넷 속으로,메가박스,180,4.1%
2019년 01월 28일(Mon),주먹왕 랄프 2: 인터넷 속으로,씨네Q,4,2.0%
2019년 01월 29일(Tue),극한직업,CGV,4221,58.2%
2019년 01월 29일(Tue),극한직업,롯데시네마,2875,53.4%
2019년 01월 29일(Tue),극한직업,메가박스,2407,54.2%
2019년 01월 29일(Tue),극한직업,씨네Q,126,54.1%
2019년 01월 29일(Tue),말모이,CGV,721,9.9%
2019년 01월 29일(Tue),말모이,롯데시네마,899,16.7%
2019년 01월 29일(Tue),말모이,메가박스,547,12.3%
2019년 01월 29일(Tue),말모이,씨네Q,30,12.9%
2019년 01월 29일(Tue),내안의 그놈,CGV,500,6.9%
2019년 01월 29일(Tue),내안의 그놈,롯데시네마,512,9.5%
2019년 01월 29일(Tue),내안의 그놈,메가박스,464,10.5%
2019년 01월 29일(Tue),내안의 그놈,씨네Q,27,11.6%
2019년 01월 29일(Tue),글래스,CGV,279,3.8%
2019년 01월 29일(Tue),글래스,롯데시네마,164,3.0%
2019년 01월 29일(Tue),글래스,메가박스,190,4.3%
2019년 01월 29일(Tue),글래스,씨네Q,11,4.7%
2019년 01월 29일(Tue),주먹왕 랄프 2: 인터넷 속으로,CGV,199,2.7%
2019년 01월 29일(Tue),주먹왕 랄프 2: 인터넷 속으로,롯데시네마,212,3.9%
2019년 01월 29일(Tue),주먹왕 랄프 2: 인터넷 속으로,메가박스,180,4.1%
2019년 01월 29일(Tue),주먹왕 랄프 2: 인터넷 속으로,씨네Q,4,1.7%
2019년 01월 30일(Wed),극한직업,CGV,3034,41.0%
2019년 01월 30일(Wed),극한직업,롯데시네마,2415,42.9%
2019년 01월 30일(Wed),극한직업,메가박스,1973,42.8%
2019년 01월 30일(Wed),극한직업,씨네Q,114,42.7%
2019년 01월 30일(Wed),뺑반,CGV,2151,29.1%
2019년 01월 30일(Wed),뺑반,롯데시네마,1553,27.6%
2019년 01월 30일(Wed),뺑반,메가박스,1330,28.8%
2019년 01월 30일(Wed),뺑반,씨네Q,74,27.7%
2019년 01월 30일(Wed),드래곤 길들이기 3,CGV,1481,20.0%
2019년 01월 30일(Wed),드래곤 길들이기 3,롯데시네마,964,17.1%
2019년 01월 30일(Wed),드래곤 길들이기 3,메가박스,894,19.4%
2019년 01월 30일(Wed),드래곤 길들이기 3,씨네Q,41,15.4%
2019년 01월 30일(Wed),말모이,CGV,168,2.3%
2019년 01월 30일(Wed),말모이,롯데시네마,454,8.1%
2019년 01월 30일(Wed),말모이,메가박스,145,3.1%
2019년 01월 30일(Wed),말모이,씨네Q,12,4.5%
2019년 01월 30일(Wed),러브 유어셀프 인 서울,CGV,276,3.7%
2019년 01월 30일(Wed),러브 유어셀프 인 서울,롯데시네마,2,0.0%
2019년 01월 30일(Wed),러브 유어셀프 인 서울,메가박스,2,0.0%
2019년 01월 30일(Wed),러브 유어셀프 인 서울,씨네Q,1,0.4%
2019년 01월 31일(Thu),극한직업,CGV,3152,41.4%
2019년 01월 31일(Thu),극한직업,롯데시네마,2316,40.4%
2019년 01월 31일(Thu),극한직업,메가박스,1972,41.7%
2019년 01월 31일(Thu),극한직업,씨네Q,102,37.8%
2019년 01월 31일(Thu),뺑반,CGV,1761,23.1%
2019년 01월 31일(Thu),뺑반,롯데시네마,1556,27.1%
2019년 01월 31일(Thu),뺑반,메가박스,1264,26.8%
2019년 01월 31일(Thu),뺑반,씨네Q,72,26.7%
2019년 01월 31일(Thu),드래곤 길들이기 3,CGV,1368,18.0%
2019년 01월 31일(Thu),드래곤 길들이기 3,롯데시네마,854,14.9%
2019년 01월 31일(Thu),드래곤 길들이기 3,메가박스,800,16.9%
2019년 01월 31일(Thu),드래곤 길들이기 3,씨네Q,35,13.0%
2019년 01월 31일(Thu),극장판 헬로카봇: 옴파로스 섬의 비밀,CGV,612,8.0%
2019년 01월 31일(Thu),극장판 헬로카봇: 옴파로스 섬의 비밀,롯데시네마,430,7.5%
2019년 01월 31일(Thu),극장판 헬로카봇: 옴파로스 섬의 비밀,메가박스,409,8.7%
2019년 01월 31일(Thu),극장판 헬로카봇: 옴파로스 섬의 비밀,씨네Q,23,8.5%
2019년 01월 31일(Thu),말모이,CGV,128,1.7%
2019년 01월 31일(Thu),말모이,롯데시네마,414,7.2%
2019년 01월 31일(Thu),말모이,메가박스,102,2.2%
2019년 01월 31일(Thu),말모이,씨네Q,12,4.4%
2019년 02월 01일(Fri),극한직업,CGV,3634,46.5%
2019년 02월 01일(Fri),극한직업,롯데시네마,2469,42.3%
2019년 02월 01일(Fri),극한직업,메가박스,2225,46.5%
2019년 02월 01일(Fri),극한직업,씨네Q,129,46.4%
2019년 02월 01일(Fri),뺑반,CGV,1561,20.0%
2019년 02월 01일(Fri),뺑반,롯데시네마,1513,25.9%
2019년 02월 01일(Fri),뺑반,메가박스,1168,24.4%
2019년 02월 01일(Fri),뺑반,씨네Q,63,22.7%
2019년 02월 01일(Fri),드래곤 길들이기 3,CGV,1387,17.7%
2019년 02월 01일(Fri),드래곤 길들이기 3,롯데시네마,883,15.1%
2019년 02월 01일(Fri),드래곤 길들이기 3,메가박스,791,16.5%
2019년 02월 01일(Fri),드래곤 길들이기 3,씨네Q,33,11.9%
2019년 02월 01일(Fri),극장판 헬로카봇: 옴파로스 섬의 비밀,CGV,555,7.1%
2019년 02월 01일(Fri),극장판 헬로카봇: 옴파로스 섬의 비밀,롯데시네마,429,7.3%
2019년 02월 01일(Fri),극장판 헬로카봇: 옴파로스 섬의 비밀,메가박스,375,7.8%
2019년 02월 01일(Fri),극장판 헬로카봇: 옴파로스 섬의 비밀,씨네Q,22,7.9%
2019년 02월 01일(Fri),말모이,CGV,121,1.5%
2019년 02월 01일(Fri),말모이,롯데시네마,396,6.8%
2019년 02월 01일(Fri),말모이,메가박스,83,1.7%
2019년 02월 01일(Fri),말모이,씨네Q,11,4.0%
2019년 02월 02일(Sat),극한직업,CGV,4103,49.8%
2019년 02월 02일(Sat),극한직업,롯데시네마,2890,47.0%
2019년 02월 02일(Sat),극한직업,메가박스,2574,51.1%
2019년 02월 02일(Sat),극한직업,씨네Q,126,42.9%
2019년 02월 02일(Sat),뺑반,CGV,1418,17.2%
2019년 02월 02일(Sat),뺑반,롯데시네마,1306,21.2%
2019년 02월 02일(Sat),뺑반,메가박스,1031,20.5%
2019년 02월 02일(Sat),뺑반,씨네Q,74,25.2%
2019년 02월 02일(Sat),드래곤 길들이기 3,CGV,1439,17.5%
2019년 02월 02일(Sat),드래곤 길들이기 3,롯데시네마,896,14.6%
2019년 02월 02일(Sat),드래곤 길들이기 3,메가박스,766,15.2%
2019년 02월 02일(Sat),드래곤 길들이기 3,씨네Q,36,12.2%
2019년 02월 02일(Sat),극장판 헬로카봇: 옴파로스 섬의 비밀,CGV,671,8.1%
2019년 02월 02일(Sat),극장판 헬로카봇: 옴파로스 섬의 비밀,롯데시네마,587,9.5%
2019년 02월 02일(Sat),극장판 헬로카봇: 옴파로스 섬의 비밀,메가박스,465,9.2%
2019년 02월 02일(Sat),극장판 헬로카봇: 옴파로스 섬의 비밀,씨네Q,26,8.8%
2019년 02월 02일(Sat),말모이,CGV,96,1.2%
2019년 02월 02일(Sat),말모이,롯데시네마,340,5.5%
2019년 02월 02일(Sat),말모이,메가박스,56,1.1%
2019년 02월 02일(Sat),말모이,씨네Q,11,3.7%
2019년 02월 03일(Sun),극한직업,CGV,4229,51.2%
2019년 02월 03일(Sun),극한직업,롯데시네마,2958,48.2%
2019년 02월 03일(Sun),극한직업,메가박스,2648,52.6%
2019년 02월 03일(Sun),극한직업,씨네Q,130,44.1%
2019년 02월 03일(Sun),뺑반,CGV,1322,16.0%
2019년 02월 03일(Sun),뺑반,롯데시네마,1215,19.8%
2019년 02월 03일(Sun),뺑반,메가박스,960,19.1%
2019년 02월 03일(Sun),뺑반,씨네Q,71,24.1%
2019년 02월 03일(Sun),드래곤 길들이기 3,CGV,1419,17.2%
2019년 02월 03일(Sun),드래곤 길들이기 3,롯데시네마,882,14.4%
2019년 02월 03일(Sun),드래곤 길들이기 3,메가박스,769,15.3%
2019년 02월 03일(Sun),드래곤 길들이기 3,씨네Q,36,12.2%
2019년 02월 03일(Sun),극장판 헬로카봇: 옴파로스 섬의 비밀,CGV,697,8.4%
2019년 02월 03일(Sun),극장판 헬로카봇: 옴파로스 섬의 비밀,롯데시네마,616,10.0%
2019년 02월 03일(Sun),극장판 헬로카봇: 옴파로스 섬의 비밀,메가박스,468,9.3%
2019년 02월 03일(Sun),극장판 헬로카봇: 옴파로스 섬의 비밀,씨네Q,28,9.5%
2019년 02월 03일(Sun),말모이,CGV,107,1.3%
2019년 02월 03일(Sun),말모이,롯데시네마,330,5.4%
2019년 02월 03일(Sun),말모이,메가박스,50,1.0%
2019년 02월 03일(Sun),말모이,씨네Q,10,3.4%
2019년 02월 04일(Mon),극한직업,CGV,4494,54.4%
2019년 02월 04일(Mon),극한직업,롯데시네마,3076,50.4%
2019년 02월 04일(Mon),극한직업,메가박스,2752,55.0%
2019년 02월 04일(Mon),극한직업,씨네Q,135,46.1%
2019년 02월 04일(Mon),뺑반,CGV,1224,14.8%
2019년 02월 04일(Mon),뺑반,롯데시네마,1130,18.5%
2019년 02월 04일(Mon),뺑반,메가박스,914,18.3%
2019년 02월 04일(Mon),뺑반,씨네Q,68,23.2%
2019년 02월 04일(Mon),드래곤 길들이기 3,CGV,1379,16.7%
2019년 02월 04일(Mon),드래곤 길들이기 3,롯데시네마,864,14.2%
2019년 02월 04일(Mon),드래곤 길들이기 3,메가박스,736,14.7%
2019년 02월 04일(Mon),드래곤 길들이기 3,씨네Q,36,12.3%
2019년 02월 04일(Mon),극장판 헬로카봇: 옴파로스 섬의 비밀,CGV,613,7.4%
